25503936;41.16598;-8.640505;-0.1508053;0.7184819
25503937;41.16634;-8.640759;-0.1508097;0.7184881
25503938;41.1666;-8.640655;-0.1508079;0.7184927
25503940;41.1673;-8.640417;-0.1508037;0.718505
25503943;41.1683;-8.640303;-0.1508017;0.7185224
25503951;41.16835;-8.642045;-0.1508321;0.7185232
25503952;41.16822;-8.642488;-0.1508399;0.7185211
25503953;41.16815;-8.642709;-0.1508437;0.7185198
25503962;41.16774;-8.643825;-0.1508632;0.7185127
25503963;41.16757;-8.643861;-0.1508638;0.7185097
25503965;41.16728;-8.643818;-0.1508631;0.7185045
25503966;41.16708;-8.643689;-0.1508608;0.7185011
25503967;41.16685;-8.643485;-0.1508573;0.7184971
25503969;41.1666;-8.643475;-0.1508571;0.7184926
25503970;41.16631;-8.64379;-0.1508626;0.7184877
25503977;41.16589;-8.641699;-0.1508261;0.7184803
25503993;41.16693;-8.642846;-0.1508461;0.7184985
25503994;41.16696;-8.643142;-0.1508513;0.718499
25503995;41.16702;-8.64325;-0.1508532;0.7185
25503996;41.16728;-8.64355;-0.1508584;0.7185046
25503998;41.16752;-8.643572;-0.1508588;0.7185088
25503999;41.16766;-8.643435;-0.1508564;0.7185112
25504000;41.16771;-8.643175;-0.1508519;0.7185121
25504002;41.16768;-8.643067;-0.15085;0.7185115
25504003;41.16763;-8.642487;-0.1508399;0.7185107
25504005;41.16788;-8.642616;-0.1508421;0.718515
25504006;41.1681;-8.642551;-0.150841;0.7185189
25504007;41.16823;-8.642273;-0.1508361;0.7185212
25504008;41.16822;-8.641962;-0.1508307;0.7185209
25504010;41.16808;-8.641736;-0.1508268;0.7185186
25504011;41.16787;-8.641665;-0.1508255;0.7185149
25504013;41.16764;-8.641793;-0.1508278;0.7185109
25504015;41.1672;-8.641696;-0.1508261;0.7185032
25504016;41.16737;-8.641461;-0.150822;0.7185061
25504017;41.16751;-8.641149;-0.1508165;0.7185086
25504018;41.1674;-8.640792;-0.1508103;0.7185067
25504021;41.16718;-8.640663;-0.150808;0.7185029
25504024;41.16689;-8.640759;-0.1508097;0.7184978
25504025;41.16677;-8.641125;-0.1508161;0.7184957
25504027;41.16682;-8.641432;-0.1508214;0.7184966
25504120;41.17624;-8.622593;-0.1504926;0.7186609
25504123;41.17555;-8.622424;-0.1504897;0.718649
25504126;41.17492;-8.622803;-0.1504963;0.7186378
25504135;41.17453;-8.622573;-0.1504923;0.718631
25504141;41.17284;-8.622349;-0.1504884;0.7186017
25504147;41.17249;-8.622464;-0.1504904;0.7185954
25504151;41.17229;-8.622746;-0.1504953;0.7185921
25504153;41.17229;-8.623186;-0.150503;0.7185921
25504154;41.17248;-8.623497;-0.1505084;0.7185954
25504156;41.17284;-8.623572;-0.1505097;0.7186017
25504157;41.17315;-8.623322;-0.1505054;0.7186069
25504158;41.17321;-8.623159;-0.1505025;0.7186081
25504163;41.17467;-8.622449;-0.1504901;0.7186336
25504164;41.17428;-8.622375;-0.1504888;0.7186267
25504165;41.17272;-8.622046;-0.1504831;0.7185995
25504166;41.17251;-8.622107;-0.1504841;0.7185959
25504167;41.17216;-8.622543;-0.1504918;0.7185898
25504168;41.17209;-8.622892;-0.1504979;0.7185886
25504169;41.17235;-8.623574;-0.1505098;0.7185931
25504170;41.17266;-8.624052;-0.1505181;0.7185984
25504171;41.17287;-8.624636;-0.1505283;0.7186022
25504172;41.17295;-8.625189;-0.1505379;0.7186036
25504173;41.17294;-8.625538;-0.150544;0.7186033
25504174;41.17461;-8.623234;-0.1505038;0.7186325
25504175;41.17433;-8.623719;-0.1505123;0.7186276
25504176;41.17375;-8.624068;-0.1505184;0.7186174
25504177;41.17346;-8.624324;-0.1505228;0.7186125
25504178;41.17337;-8.624507;-0.150526;0.7186109
25504179;41.17373;-8.620652;-0.1504588;0.7186171
25504180;41.1738;-8.621376;-0.1504714;0.7186183
25504181;41.17403;-8.621881;-0.1504802;0.7186224
25504182;41.1744;-8.622247;-0.1504866;0.7186289
25504183;41.17483;-8.622357;-0.1504885;0.7186363
25507436;41.12061;-8.572505;-0.1496184;0.7176899
25507437;41.1207;-8.572383;-0.1496163;0.7176915
25507438;41.11997;-8.572343;-0.1496156;0.7176788
25507439;41.11994;-8.57219;-0.1496129;0.7176784
25507440;41.11876;-8.572186;-0.1496129;0.7176577
25507441;41.11877;-8.572041;-0.1496103;0.7176579
25507442;41.11757;-8.57205;-0.1496105;0.717637
25507443;41.11761;-8.571904;-0.149608;0.7176377
25507444;41.11702;-8.571954;-0.1496088;0.7176275
25507445;41.11682;-8.571752;-0.1496053;0.7176238
25507446;41.11588;-8.571501;-0.1496009;0.7176074
25507447;41.11597;-8.571382;-0.1495988;0.717609
25507448;41.11504;-8.5709;-0.1495904;0.7175928
25507449;41.1151;-8.570764;-0.149588;0.7175938
25507450;41.11299;-8.569038;-0.1495579;0.7175571
25507451;41.11319;-8.569049;-0.1495581;0.7175605
25507452;41.11176;-8.567917;-0.1495384;0.7175356
25507453;41.11177;-8.567761;-0.1495356;0.7175357
25507454;41.11035;-8.566635;-0.149516;0.7175109
25507455;41.1104;-8.5665;-0.1495136;0.7175118
25507456;41.10965;-8.566157;-0.1495077;0.7174987
25507457;41.10976;-8.566069;-0.1495061;0.7175006
25507459;41.10891;-8.56567;-0.1494991;0.7174859
25507550;41.16636;-8.583835;-0.1498162;0.7184885
25507552;41.16623;-8.583576;-0.1498117;0.7184862
25507553;41.16605;-8.582975;-0.1498012;0.7184831
25507554;41.16539;-8.582572;-0.1497941;0.7184715
25507555;41.16573;-8.582631;-0.1497952;0.7184774
25507556;41.16315;-8.581307;-0.1497721;0.7184324
25507557;41.16319;-8.581163;-0.1497696;0.7184332
25507558;41.16271;-8.581228;-0.1497707;0.7184248
25507559;41.16238;-8.581043;-0.1497675;0.7184191
25507560;41.16227;-8.58122;-0.1497705;0.718417
25507561;41.1622;-8.581044;-0.1497675;0.7184159
25507562;41.16188;-8.581352;-0.1497729;0.7184104
25507563;41.16187;-8.581162;-0.1497695;0.7184101
25507564;41.15799;-8.582936;-0.1498005;0.7183424
25507565;41.15795;-8.582704;-0.1497964;0.7183417
25507566;41.15739;-8.583113;-0.1498036;0.7183321
25507567;41.15736;-8.582877;-0.1497995;0.7183315
25507568;41.15658;-8.583243;-0.1498059;0.7183178
25507569;41.15709;-8.582961;-0.1498009;0.7183267
25507570;41.15625;-8.583229;-0.1498056;0.7183121
25507571;41.15576;-8.582952;-0.1498008;0.7183035
25507572;41.15492;-8.582952;-0.1498008;0.7182889
25507573;41.15498;-8.582724;-0.1497968;0.7182899
25507574;41.15446;-8.582735;-0.149797;0.7182808
25507575;41.15451;-8.58251;-0.1497931;0.7182817
25507576;41.15415;-8.58254;-0.1497936;0.7182754
25507577;41.15382;-8.582051;-0.1497851;0.7182696
25507578;41.15317;-8.581771;-0.1497802;0.7182583
25507579;41.15329;-8.581586;-0.1497769;0.7182603
25507580;41.15196;-8.580387;-0.149756;0.7182372
25507581;41.15221;-8.580324;-0.1497549;0.7182416
25507582;41.15137;-8.579728;-0.1497445;0.7182269
25507583;41.15144;-8.579514;-0.1497408;0.718228
25507584;41.15089;-8.57929;-0.1497369;0.7182185
25507585;41.15094;-8.579097;-0.1497335;0.7182193
25507586;41.15053;-8.579122;-0.1497339;0.7182122
25507587;41.15018;-8.578805;-0.1497284;0.7182062
25507588;41.14976;-8.57898;-0.1497315;0.7181988
25507589;41.14941;-8.578802;-0.1497283;0.7181927
25507590;41.14899;-8.579168;-0.1497347;0.7181854
25507591;41.14888;-8.578999;-0.1497318;0.7181834
25507592;41.14856;-8.579459;-0.1497398;0.7181779
25507593;41.14853;-8.579283;-0.1497367;0.7181773
25507594;41.14734;-8.580589;-0.1497595;0.7181565
25507595;41.14717;-8.580482;-0.1497577;0.7181537
25507596;41.14728;-8.580626;-0.1497602;0.7181555
25507597;41.14687;-8.580668;-0.1497609;0.7181484
25507598;41.14671;-8.580967;-0.1497661;0.7181456
25507599;41.14663;-8.580776;-0.1497628;0.7181442
25507600;41.14557;-8.58118;-0.1497698;0.7181256
25507601;41.14623;-8.58094;-0.1497657;0.7181372
25507606;41.13866;-8.58072;-0.1497618;0.7180051
25507608;41.13841;-8.580696;-0.1497614;0.7180008
25507621;41.13489;-8.577584;-0.1497071;0.7179393
25507624;41.13391;-8.576829;-0.1496939;0.7179223
25507626;41.13381;-8.576774;-0.1496929;0.7179204
25507627;41.13381;-8.576624;-0.1496903;0.7179205
25507628;41.13314;-8.576527;-0.1496886;0.7179088
25507629;41.13322;-8.576403;-0.1496865;0.7179101
25507630;41.13255;-8.576421;-0.1496868;0.7178985
25507632;41.13248;-8.576271;-0.1496842;0.7178973
25507633;41.13052;-8.576154;-0.1496821;0.7178629
25507634;41.13046;-8.576005;-0.1496795;0.717862
25507635;41.12934;-8.575882;-0.1496774;0.7178423
25507636;41.12955;-8.575804;-0.149676;0.717846
25507637;41.12864;-8.575562;-0.1496718;0.7178302
25507638;41.1287;-8.575421;-0.1496693;0.7178313
25507639;41.12726;-8.57483;-0.149659;0.7178062
25507640;41.12734;-8.574713;-0.149657;0.7178075
25507642;41.1262;-8.574321;-0.1496501;0.7177876
25507643;41.12681;-8.574429;-0.149652;0.7177983
25507644;41.12545;-8.574071;-0.1496458;0.7177746
25507645;41.12548;-8.573905;-0.1496429;0.7177751
25532144;41.17271;-8.594767;-0.150007;0.7185993
25532145;41.17233;-8.594706;-0.1500059;0.7185928
25532146;41.17187;-8.594455;-0.1500015;0.7185847
25532185;41.17102;-8.596411;-0.1500357;0.7185699
25532186;41.1711;-8.596111;-0.1500304;0.7185712
25532189;41.17157;-8.595664;-0.1500226;0.7185794
25532193;41.17267;-8.595076;-0.1500124;0.7185986
25532197;41.1731;-8.594989;-0.1500109;0.7186061
25532199;41.17263;-8.595343;-0.150017;0.7185979
25532200;41.17234;-8.59566;-0.1500226;0.7185929
25532201;41.17204;-8.596209;-0.1500321;0.7185877
25532202;41.17196;-8.596435;-0.1500361;0.7185863
25532204;41.17147;-8.597594;-0.1500563;0.7185777
25532205;41.17137;-8.597121;-0.1500481;0.7185759
25532206;41.17118;-8.596909;-0.1500444;0.7185727
25532207;41.17108;-8.596809;-0.1500426;0.7185709
25532208;41.17095;-8.59621;-0.1500322;0.7185686
25532209;41.1711;-8.595933;-0.1500273;0.7185712
25532210;41.17155;-8.595545;-0.1500206;0.7185792
25532211;41.17208;-8.595221;-0.1500149;0.7185884
25532212;41.17268;-8.594954;-0.1500102;0.7185988
25532222;41.17209;-8.595332;-0.1500168;0.7185886
25620516;41.14996;-8.614044;-0.1503434;0.7182022
25620518;41.14993;-8.614813;-0.1503568;0.7182017
25620570;41.15299;-8.612018;-0.1503081;0.7182552
25620653;41.1536;-8.611996;-0.1503077;0.7182658
25620692;41.14837;-8.61437;-0.1503491;0.7181746
25620737;41.14795;-8.612149;-0.1503104;0.7181672
25620743;41.14788;-8.611281;-0.1502952;0.718166
25620747;41.14784;-8.610926;-0.150289;0.7181653
25620759;41.1488;-8.612135;-0.1503101;0.718182
25620947;41.14717;-8.612186;-0.150311;0.7181537
25620948;41.14755;-8.613368;-0.1503316;0.7181602
25620960;41.14599;-8.612215;-0.1503115;0.718133
25632224;41.15007;-8.617771;-0.1504085;0.7182041
25632225;41.15158;-8.617634;-0.1504061;0.7182306
25632226;41.15071;-8.621094;-0.1504665;0.7182155
25632227;41.15166;-8.621317;-0.1504704;0.7182319
25632228;41.15023;-8.623061;-0.1505008;0.7182069
25632229;41.14937;-8.622926;-0.1504984;0.718192
25632230;41.14964;-8.620875;-0.1504627;0.7181967
25632231;41.15069;-8.623156;-0.1505025;0.718215
25632278;41.15249;-8.618065;-0.1504136;0.7182465
25632279;41.15224;-8.617943;-0.1504115;0.7182422
25632283;41.15503;-8.618997;-0.1504299;0.7182907
25632284;41.1552;-8.61888;-0.1504278;0.7182937
25632285;41.15416;-8.61333;-0.150331;0.7182757
25632292;41.15287;-8.613593;-0.1503356;0.7182531
25632293;41.15375;-8.613284;-0.1503302;0.7182684
25632361;41.1526;-8.620778;-0.150461;0.7182484
25632362;41.14777;-8.622663;-0.1504939;0.7181641
25632363;41.14745;-8.620352;-0.1504535;0.7181585
25632364;41.15348;-8.62105;-0.1504657;0.7182637
25632365;41.15073;-8.614271;-0.1503474;0.7182157
25632366;41.15168;-8.613873;-0.1503405;0.7182323
25632367;41.14916;-8.614964;-0.1503595;0.7181883
25632368;41.14859;-8.615614;-0.1503708;0.7181784
25632370;41.14777;-8.620502;-0.1504561;0.7181641
25632371;41.14762;-8.620204;-0.1504509;0.7181615
25632372;41.15292;-8.624072;-0.1505184;0.7182539
25632373;41.15528;-8.613317;-0.1503308;0.7182952
25632374;41.15522;-8.611936;-0.1503066;0.7182941
25632375;41.15517;-8.610028;-0.1502733;0.7182932
25632376;41.15185;-8.610143;-0.1502753;0.7182353
25632398;41.15092;-8.606738;-0.1502159;0.7182191
25632399;41.15111;-8.607389;-0.1502273;0.7182223
25632400;41.15023;-8.60775;-0.1502336;0.7182069
25632401;41.15049;-8.608911;-0.1502538;0.7182115
25632402;41.15016;-8.609421;-0.1502627;0.7182058
25632403;41.14964;-8.609517;-0.1502644;0.7181967
25632404;41.14922;-8.6095;-0.1502641;0.7181893
25632409;41.14978;-8.605782;-0.1501992;0.7181992
25632410;41.15096;-8.605365;-0.1501919;0.7182197
25632411;41.15094;-8.604254;-0.1501726;0.7182193
25632412;41.14939;-8.60411;-0.15017;0.7181924
25632413;41.15133;-8.604275;-0.1501729;0.7182263
25632414;41.15185;-8.605035;-0.1501862;0.7182353
25632416;41.15231;-8.606874;-0.1502183;0.7182432
25632417;41.15117;-8.608475;-0.1502462;0.7182233
25632419;41.1509;-8.609983;-0.1502726;0.7182187
25632421;41.14981;-8.610211;-0.1502765;0.7181997
25632422;41.1492;-8.61045;-0.1502807;0.7181891
25632423;41.151;-8.602248;-0.1501376;0.7182205
25632424;41.15095;-8.603686;-0.1501627;0.7182196
25632425;41.15326;-8.603552;-0.1501603;0.7182599
25632426;41.15328;-8.602441;-0.1501409;0.7182602
25632427;41.15326;-8.600788;-0.1501121;0.7182599
25632428;41.15104;-8.601172;-0.1501188;0.7182211
25632429;41.15107;-8.600133;-0.1501006;0.7182217
25632432;41.14898;-8.602092;-0.1501348;0.7181851
25632433;41.1492;-8.603171;-0.1501537;0.7181889
25632438;41.14896;-8.601921;-0.1501319;0.7181848
25632439;41.1495;-8.601839;-0.1501304;0.7181942
25632440;41.15015;-8.601228;-0.1501197;0.7182056
25632444;41.15056;-8.600702;-0.1501106;0.7182127
25632445;41.15228;-8.60487;-0.1501833;0.7182428
25632446;41.15363;-8.604746;-0.1501811;0.7182663
25632447;41.15482;-8.604693;-0.1501802;0.7182871
25632448;41.1547;-8.603825;-0.1501651;0.718285
25632449;41.15458;-8.603035;-0.1501513;0.718283
25632450;41.15508;-8.605576;-0.1501956;0.7182917
25632451;41.15471;-8.605831;-0.1502001;0.7182851
25632452;41.15442;-8.605941;-0.150202;0.7182801
25632453;41.15389;-8.606207;-0.1502066;0.7182709
25632454;41.15355;-8.606226;-0.150207;0.7182649
25632463;41.15562;-8.602601;-0.1501437;0.7183012
25632466;41.15328;-8.59971;-0.1500932;0.7182602
25632467;41.15385;-8.596047;-0.1500293;0.7182702
25632521;41.15453;-8.599478;-0.1500892;0.718282
25632522;41.15454;-8.600574;-0.1501083;0.7182822
26015866;41.16647;-8.584254;-0.1498235;0.7184905
26015868;41.16657;-8.585238;-0.1498407;0.7184922
26015870;41.16661;-8.585885;-0.149852;0.7184929
26015872;41.16668;-8.586287;-0.149859;0.7184942
26015874;41.16702;-8.587144;-0.1498739;0.7185
26015876;41.16843;-8.589648;-0.1499176;0.7185246
26015878;41.16951;-8.59133;-0.149947;0.7185436
26015879;41.17123;-8.593703;-0.1499884;0.7185736
26015880;41.17103;-8.59364;-0.1499873;0.7185701
26015881;41.17167;-8.594523;-0.1500027;0.7185811
26015882;41.17131;-8.594064;-0.1499947;0.7185749
26015883;41.17178;-8.594834;-0.1500082;0.718583
26015884;41.17165;-8.594792;-0.1500074;0.7185808
26015885;41.17185;-8.595151;-0.1500137;0.7185844
26015887;41.17189;-8.59615;-0.1500311;0.718585
26015888;41.17176;-8.595296;-0.1500162;0.7185829
26015889;41.17178;-8.597096;-0.1500476;0.7185832
26015890;41.17164;-8.597113;-0.1500479;0.7185807
26015891;41.17166;-8.597745;-0.150059;0.718581
26015892;41.17143;-8.598075;-0.1500647;0.718577
26015894;41.17115;-8.599766;-0.1500942;0.7185721
26015895;41.17125;-8.600244;-0.1501026;0.7185739
26015896;41.17112;-8.600183;-0.1501015;0.7185716
26015897;41.17125;-8.600621;-0.1501092;0.7185739
26015898;41.17112;-8.600612;-0.150109;0.7185716
26015899;41.17163;-8.604227;-0.1501721;0.7185805
26015900;41.1715;-8.604259;-0.1501726;0.7185783
26015901;41.17176;-8.604988;-0.1501854;0.7185827
26015902;41.17163;-8.605023;-0.150186;0.7185806
26015903;41.17192;-8.605606;-0.1501962;0.7185857
26015904;41.17182;-8.605692;-0.1501977;0.7185838
26015905;41.17217;-8.606189;-0.1502063;0.7185899
26015906;41.17204;-8.606219;-0.1502069;0.7185877
26015907;41.17251;-8.606783;-0.1502167;0.7185959
26015908;41.17243;-8.606877;-0.1502184;0.7185944
26015909;41.17354;-8.6082;-0.1502414;0.7186139
26015910;41.1734;-8.608247;-0.1502423;0.7186114
26015911;41.17397;-8.609079;-0.1502568;0.7186213
26015912;41.17384;-8.609159;-0.1502582;0.7186191
26015913;41.17419;-8.609815;-0.1502696;0.7186252
26015914;41.17406;-8.609851;-0.1502703;0.7186229
26015915;41.17438;-8.610821;-0.1502872;0.7186285
26015916;41.17427;-8.610848;-0.1502877;0.7186267
26015917;41.17448;-8.611713;-0.1503028;0.7186303
26015918;41.17437;-8.611754;-0.1503035;0.7186283
26015919;41.17455;-8.612743;-0.1503207;0.7186315
26015920;41.17442;-8.612248;-0.1503121;0.7186291
26015921;41.17453;-8.61361;-0.1503359;0.7186312
26015922;41.17442;-8.613603;-0.1503357;0.7186292
26015923;41.1744;-8.614458;-0.1503507;0.7186289
26015924;41.17432;-8.614338;-0.1503486;0.7186274
26015928;41.17368;-8.618799;-0.1504264;0.7186163
26015929;41.17314;-8.625742;-0.1505476;0.7186069
26015930;41.17311;-8.624862;-0.1505322;0.7186064
26015931;41.17294;-8.627668;-0.1505812;0.7186034
26015932;41.17284;-8.62756;-0.1505793;0.7186016
26015933;41.17276;-8.628671;-0.1505987;0.7186002
